timestamp_utc,eks-node-system-1 (t3.medium) CPU%,eks-node-system-2 (t3.medium) CPU%,mysql-ec2 (m6i.2xlarge) CPU%,monitoring-ec2 (t3.medium) CPU%,karpenter-recorder-node (c6i.xlarge) CPU%,karpenter-backend-node-1 (c6i.large) CPU%,karpenter-backend-node-2 (c6i.large) CPU%,karpenter-backend-node-3 (c6i.large) CPU%,redis-001 EngineCPU%,redis-002 EngineCPU%,redis-001 Memory%,redis-002 Memory%,redis-001 Host CPU%,redis-002 Host CPU%
2026-08-27T10:20:00+09:00,4.44,7.76,25.34,5.95,2.57,13.07,6.11,6.61,99.92,16.96,2.16,1.47,54.13,12.15
2026-08-27T10:25:00+09:00,4.56,7.96,24.59,5.91,2.31,10.83,5.40,4.93,99.91,16.91,2.28,1.54,54.33,12.07
2026-08-27T10:30:00+09:00,4.47,7.67,24.55,6.10,2.14,8.29,1.96,1.74,99.93,16.93,2.19,1.63,54.01,12.09
2026-08-27T10:35:00+09:00,4.31,7.64,23.68,5.89,1.81,5.82,1.75,1.76,99.85,16.40,2.23,1.61,54.19,12.09
2026-08-27T10:40:00+09:00,4.54,7.71,23.41,6.12,1.76,5.50,5.75,7.60,98.26,16.58,2.31,1.70,53.10,11.68
2026-08-27T10:45:00+09:00,4.39,7.75,23.59,5.94,1.64,5.13,6.17,7.94,98.20,16.59,2.36,1.70,53.24,11.94
2026-08-27T10:50:00+09:00,4.48,7.65,23.91,6.13,1.67,6.19,7.76,6.20,53.83,10.12,1.79,1.64,30.76,8.40
2026-08-27T10:55:00+09:00,4.64,7.88,33.17,5.98,3.42,7.47,2.79,6.31,98.33,17.11,2.32,1.60,52.95,12.29
2026-08-27T11:00:00+09:00,4.52,7.72,26.40,6.32,3.48,6.90,1.83,5.05,86.52,19.66,4.28,1.50,48.47,15.36
2026-08-27T11:05:00+09:00,4.93,8.26,28.66,6.40,3.53,9.38,2.64,4.36,80.13,20.26,5.60,1.40,45.71,16.23
2026-08-27T11:10:00+09:00,4.72,8.44,28.69,7.14,3.45,10.76,2.34,10.01,78.73,18.61,3.52,1.23,44.19,14.72
2026-08-27T11:15:00+09:00,4.99,8.89,32.95,6.26,3.49,9.37,3.13,12.15,72.84,16.09,2.68,1.12,41.15,13.00
2026-08-27T11:20:00+09:00,4.64,9.04,28.61,6.16,3.35,8.80,3.56,9.13,72.21,12.28,1.18,0.95,39.62,9.91
2026-08-27T11:25:00+09:00,4.88,8.52,35.48,5.90,3.66,8.49,6.17,5.53,59.25,10.98,1.03,0.82,33.22,8.62
2026-08-27T11:30:00+09:00,4.49,7.47,28.49,6.07,3.34,8.41,5.69,9.92,57.44,9.99,0.86,0.68,32.00,8.39
2026-08-27T11:35:00+09:00,4.54,7.02,28.53,5.72,3.33,7.85,6.88,6.47,29.49,5.43,0.59,0.53,17.92,5.62
2026-08-27T11:40:00+09:00,4.38,6.65,31.22,5.97,3.50,7.10,2.20,1.75,0.90,0.36,0.47,0.44,2.92,2.56
2026-08-27T11:45:00+09:00,4.62,8.22,15.08,5.76,3.04,26.14,24.59,7.59,52.05,11.08,0.74,0.66,30.60,8.51
2026-08-27T11:50:00+09:00,4.59,8.68,25.17,6.14,2.83,16.57,11.93,11.63,99.93,17.10,1.12,0.93,54.05,12.51
2026-08-27T11:55:00+09:00,4.45,7.47,20.98,5.97,2.15,7.63,5.13,4.41,38.22,5.87,1.33,1.08,22.00,6.00
2026-08-27T12:00:00+09:00,4.44,8.25,17.28,7.23,2.10,7.52,4.84,4.04,34.71,6.02,1.40,1.15,19.84,6.13
2026-08-27T12:05:00+09:00,4.55,7.56,18.81,5.86,2.08,7.44,4.38,4.35,34.78,5.87,1.52,1.22,19.82,5.70
2026-08-27T12:10:00+09:00,4.48,8.22,20.23,6.14,2.00,7.43,4.30,4.17,32.04,5.11,1.61,1.29,19.83,5.34
2026-08-27T12:15:00+09:00,4.38,7.52,21.53,6.06,1.99,7.87,3.63,3.95,34.97,6.13,1.71,1.31,19.83,5.74
2026-08-27T12:20:00+09:00,4.50,8.38,23.15,6.27,2.08,7.58,3.83,3.88,35.29,6.10,1.78,1.36,19.82,5.82
2026-08-27T12:25:00+09:00,4.42,7.71,24.42,6.14,2.00,6.95,3.84,3.70,34.95,5.39,2.03,1.38,19.83,5.37
2026-08-27T12:30:00+09:00,4.40,7.67,25.97,6.13,2.05,6.75,3.85,3.69,35.52,6.06,1.95,1.42,19.82,5.76
2026-08-27T12:35:00+09:00,4.47,7.83,25.50,5.96,2.09,7.05,4.03,3.73,35.13,5.66,2.09,1.40,19.82,7.38
2026-08-27T12:40:00+09:00,4.34,7.56,20.68,6.18,2.08,7.30,3.61,3.94,35.51,5.60,1.97,1.42,19.83,5.41
2026-08-27T12:45:00+09:00,4.33,7.86,21.16,5.98,2.07,7.18,3.51,4.11,34.69,5.93,2.06,1.43,19.82,5.76
2026-08-27T12:50:00+09:00,4.52,7.67,21.80,6.11,2.08,7.45,3.75,3.98,35.86,5.81,2.11,1.46,19.83,5.68
2026-08-27T12:55:00+09:00,4.43,7.62,22.25,6.06,1.96,7.00,3.71,4.07,35.51,5.99,2.13,1.47,19.83,5.74
2026-08-27T13:00:00+09:00,4.50,7.62,22.82,6.19,1.98,5.58,3.65,4.15,34.80,5.94,2.23,1.53,19.82,6.03
2026-08-27T13:05:00+09:00,4.30,7.76,23.00,6.00,1.81,5.36,3.40,4.13,35.00,5.90,2.27,1.56,19.82,5.70
2026-08-27T13:10:00+09:00,4.41,7.64,23.57,6.16,1.80,5.78,3.27,4.46,35.56,5.94,2.18,1.58,19.83,5.74
2026-08-27T13:15:00+09:00,4.49,7.87,23.45,5.97,1.75,5.48,3.08,4.76,35.34,5.85,2.00,1.50,19.84,5.61
2026-08-27T13:20:00+09:00,4.36,7.63,23.22,6.12,1.64,4.72,1.82,4.50,35.33,5.96,2.04,1.56,19.83,5.75
2026-08-27T13:25:00+09:00,4.42,7.58,23.29,5.99,1.63,4.44,1.71,4.52,35.01,5.87,2.03,1.60,19.85,5.66
2026-08-27T13:30:00+09:00,4.57,7.93,23.60,6.11,1.67,4.06,1.81,4.79,35.23,6.00,2.06,1.65,19.84,5.75
2026-08-27T13:35:00+09:00,4.38,7.84,23.64,5.91,1.59,4.34,1.72,5.00,35.41,5.68,2.03,1.56,19.85,5.72
2026-08-27T13:40:00+09:00,4.48,7.62,23.65,6.13,1.58,4.27,1.74,4.08,35.03,5.58,2.07,1.63,19.83,5.48
2026-08-27T13:45:00+09:00,4.62,7.74,23.90,5.92,1.63,4.09,1.81,3.94,35.16,5.90,2.14,1.66,19.84,5.66
2026-08-27T13:50:00+09:00,4.40,7.65,23.93,6.33,1.59,3.94,1.69,3.90,35.52,5.69,2.12,1.64,19.84,5.57
2026-08-27T13:55:00+09:00,4.44,7.66,23.96,5.83,1.56,3.84,1.70,4.32,35.38,5.97,2.04,1.65,19.85,5.67
2026-08-27T14:00:00+09:00,4.57,7.67,24.25,9.63,1.65,3.81,1.80,4.14,35.44,5.91,2.07,1.63,19.84,5.93
2026-08-27T14:05:00+09:00,4.39,7.62,24.48,6.05,1.60,5.04,1.72,7.08,30.39,5.48,1.77,1.61,17.75,5.39
2026-08-27T14:10:00+09:00,4.44,7.68,38.65,6.03,3.30,8.43,3.19,3.58,39.21,6.63,2.27,1.55,21.75,6.18
2026-08-27T14:15:00+09:00,4.56,7.60,30.86,7.74,3.43,8.28,3.22,3.19,35.08,5.93,2.15,1.43,19.83,5.71
2026-08-27T14:20:00+09:00,4.44,7.91,32.14,9.09,3.53,8.34,3.16,3.26,35.30,6.09,1.93,1.34,19.83,5.89
2026-08-27T14:25:00+09:00,4.64,8.32,31.68,9.09,3.51,8.21,3.65,4.41,35.49,5.02,1.63,1.17,19.84,5.26
2026-08-27T14:30:00+09:00,4.62,8.73,31.02,9.30,3.41,8.26,4.06,4.29,35.70,5.79,1.34,1.04,19.82,5.66
2026-08-27T14:35:00+09:00,4.63,8.22,32.03,9.03,3.50,8.43,4.64,4.89,34.93,5.47,1.17,0.90,19.84,5.53
2026-08-27T14:40:00+09:00,4.62,7.35,34.78,9.04,3.37,7.92,5.33,5.24,34.92,6.20,0.90,0.77,19.84,5.97
2026-08-27T14:45:00+09:00,4.50,8.72,31.08,6.79,3.42,7.95,6.15,6.57,33.89,6.48,0.72,0.62,19.66,6.17
2026-08-27T14:50:00+09:00,4.33,6.79,31.55,6.17,3.45,7.66,5.87,6.15,19.91,4.36,0.54,0.49,13.49,5.29
2026-08-27T14:55:00+09:00,4.48,6.71,30.43,5.87,3.49,6.47,1.87,1.75,0.46,0.32,0.47,0.43,2.83,2.42
2026-08-27T15:00:00+09:00,4.45,6.61,29.70,4.97,3.81,4.30,1.73,1.76,0.39,0.33,0.46,0.43,2.87,2.71
2026-08-27T15:05:00+09:00,7.35,9.00,25.64,4.50,3.75,3.70,2.09,2.19,0.36,0.32,0.46,0.43,2.75,2.47
2026-08-27T15:10:00+09:00,5.42,7.56,20.65,4.65,4.25,2.50,2.58,2.51,0.36,0.32,0.46,0.43,2.54,2.38
2026-08-27T15:15:00+09:00,4.83,7.06,21.37,4.51,3.59,1.98,1.96,1.99,0.38,0.32,0.46,0.43,2.78,2.44
2026-08-27T15:20:00+09:00,4.69,6.93,21.34,4.56,3.58,1.93,1.95,2.07,0.37,0.32,0.46,0.43,2.68,2.59
2026-08-27T15:25:00+09:00,4.92,6.78,21.36,4.48,3.60,1.90,2.04,1.99,0.37,0.32,0.46,0.43,2.74,2.43
2026-08-27T15:30:00+09:00,4.83,6.75,21.51,4.57,3.56,1.94,1.96,1.98,0.37,0.32,0.46,0.44,2.60,2.44
2026-08-27T15:35:00+09:00,4.87,6.85,21.45,4.47,3.60,1.92,1.96,2.13,0.38,0.32,0.46,0.44,2.74,2.42
2026-08-27T15:40:00+09:00,4.70,6.55,21.43,4.64,3.57,1.89,2.08,2.01,0.37,0.31,0.46,0.44,2.65,2.50
2026-08-27T15:45:00+09:00,4.69,6.58,21.33,4.45,3.55,1.99,1.93,2.02,0.37,0.32,0.46,0.43,2.76,2.45
2026-08-27T15:50:00+09:00,5.09,6.80,21.55,4.63,3.60,1.86,1.93,2.06,0.38,0.32,0.46,0.43,2.58,2.43
2026-08-27T15:55:00+09:00,4.95,6.69,21.38,4.51,3.55,1.93,2.07,1.98,0.37,0.32,0.46,0.43,2.77,2.45
2026-08-27T16:00:00+09:00,4.81,6.67,21.37,5.49,3.56,1.88,1.93,2.00,0.37,0.32,0.46,0.43,2.83,2.69
2026-08-27T16:05:00+09:00,5.00,6.83,21.37,4.44,3.60,1.90,2.04,2.11,0.37,0.32,0.46,0.44,2.76,2.50
2026-08-27T16:10:00+09:00,4.80,6.77,21.43,4.69,3.60,1.98,1.96,1.98,0.36,0.32,0.46,0.43,2.64,2.50
2026-08-27T16:15:00+09:00,4.74,6.56,21.47,4.45,3.55,1.96,1.97,2.12,0.36,0.33,0.46,0.43,2.76,2.48
2026-08-27T16:20:00+09:00,4.83,6.87,21.44,4.65,3.61,2.05,2.06,1.98,0.37,0.32,0.46,0.43,2.61,2.50
2026-08-27T16:25:00+09:00,4.71,6.49,21.38,4.41,3.55,2.09,1.95,1.97,0.36,0.32,0.46,0.43,2.76,2.43
2026-08-27T16:30:00+09:00,4.71,6.72,21.46,4.60,3.55,1.98,1.95,2.12,0.37,0.32,0.46,0.43,2.54,2.45
2026-08-27T16:35:00+09:00,4.83,6.68,21.37,4.39,3.60,1.93,2.08,2.00,0.38,0.33,0.46,0.43,2.76,2.46
2026-08-27T16:40:00+09:00,4.74,6.68,21.40,4.61,3.56,2.09,1.97,2.04,0.37,0.32,0.46,0.43,2.67,2.49
2026-08-27T16:45:00+09:00,4.74,6.78,21.52,4.38,3.57,2.01,1.94,2.09,0.38,0.32,0.46,0.43,2.78,2.45
2026-08-27T16:50:00+09:00,4.83,6.60,21.47,4.63,3.60,1.99,2.05,1.98,0.37,0.32,0.46,0.43,2.61,2.42
2026-08-27T16:55:00+09:00,4.68,6.61,21.45,4.40,3.56,2.02,1.92,1.96,0.36,0.32,0.46,0.43,2.72,2.48
2026-08-27T17:00:00+09:00,4.89,6.75,21.41,4.41,3.60,1.92,1.96,2.07,0.37,0.32,0.46,0.43,2.85,2.68
2026-08-27T17:05:00+09:00,4.75,6.79,21.37,4.66,3.56,1.88,2.05,1.96,0.37,0.31,0.46,0.43,2.78,2.45
2026-08-27T17:10:00+09:00,4.74,6.45,21.43,4.42,3.61,2.02,1.97,2.04,0.38,0.32,0.46,0.43,2.58,2.44
2026-08-27T17:15:00+09:00,4.92,6.75,21.40,4.61,3.60,1.87,2.05,2.13,0.37,0.31,0.45,0.43,2.78,2.45
2026-08-27T17:20:00+09:00,4.67,6.70,21.50,4.35,3.57,1.98,1.95,2.04,0.37,0.32,0.46,0.43,2.62,2.46
2026-08-27T17:25:00+09:00,4.65,6.56,21.42,4.90,3.57,1.87,1.95,1.98,0.37,0.32,0.46,0.44,2.76,2.42
2026-08-27T17:30:00+09:00,4.81,6.81,21.46,4.43,3.71,1.90,2.06,2.12,0.37,0.32,0.45,0.43,2.60,2.42
2026-08-27T17:35:00+09:00,4.70,6.63,21.46,4.90,3.57,1.98,1.95,2.02,0.36,0.32,0.45,0.43,2.72,2.40
2026-08-27T17:40:00+09:00,4.73,6.70,21.43,4.41,3.56,1.90,1.97,2.08,0.37,0.31,0.46,0.43,2.63,2.46
2026-08-27T17:45:00+09:00,4.89,6.58,21.43,4.69,3.60,1.92,2.05,2.02,0.37,0.31,0.46,0.43,2.78,2.40
2026-08-27T17:50:00+09:00,4.73,6.60,21.38,4.41,3.57,2.01,1.94,2.01,0.37,0.32,0.46,0.43,2.60,2.40
2026-08-27T17:55:00+09:00,4.76,6.61,21.43,4.73,3.57,1.89,1.92,2.10,0.37,0.32,0.46,0.43,2.73,2.41
2026-08-27T18:00:00+09:00,4.94,6.59,21.53,4.98,3.61,1.84,2.06,2.00,0.37,0.32,0.46,0.43,2.90,2.71
2026-08-27T18:05:00+09:00,4.67,6.59,21.48,4.70,3.55,1.96,1.94,1.98,0.37,0.31,0.46,0.43,2.77,2.44
2026-08-27T18:10:00+09:00,4.82,6.73,21.46,4.53,3.64,1.88,1.96,2.10,0.37,0.32,0.46,0.43,2.60,2.37
